time_s,axis1,axis2,axis3,axis4,intake_action,outtake_action,left_cmd,right_cmd,x_in,y_in,heading_deg,auton_section,auton_step
5.140,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
5.160,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
5.180,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
5.200,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
5.220,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
5.240,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
5.260,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
5.280,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
5.300,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
5.320,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
5.340,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
5.360,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
5.380,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
5.400,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
5.420,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
5.440,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
5.460,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
5.480,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
5.500,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
5.520,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
5.540,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
5.560,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
5.580,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
5.600,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
5.620,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
5.640,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
5.660,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
5.680,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
5.700,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
5.720,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
5.740,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
5.760,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
5.780,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
5.800,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
5.820,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
5.840,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
5.860,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
5.880,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
5.900,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
5.920,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
5.940,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
5.960,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
5.980,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
6.000,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
6.020,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
6.040,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
6.060,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
6.080,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
6.100,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
6.120,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
6.140,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
6.160,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
6.180,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
6.200,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
6.220,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
6.240,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
6.260,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
6.280,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
6.300,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
6.320,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
6.340,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
6.360,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
6.380,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
6.400,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
6.420,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
6.440,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
6.460,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
6.480,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
6.500,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
6.520,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
6.540,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
6.560,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
6.580,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
6.600,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
6.620,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
6.640,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
6.660,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
6.680,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
6.700,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
6.720,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
6.740,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
6.760,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
6.780,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
6.800,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
6.820,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
6.840,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
6.860,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
6.880,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
6.900,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
6.920,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
6.940,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
6.960,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
6.980,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
7.000,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
7.020,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
7.040,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
7.060,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
7.080,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
7.100,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
7.120,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
7.140,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
7.160,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
7.180,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
7.200,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
7.220,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
7.240,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
7.260,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
7.280,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
7.300,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
7.320,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
7.340,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
7.360,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
7.380,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
7.400,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
7.420,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
7.440,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
7.460,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
7.480,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
7.500,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
7.520,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
7.540,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
7.560,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
7.580,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
7.600,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
7.620,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
7.640,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
7.660,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
7.680,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
7.700,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
7.720,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
7.740,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
7.760,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
7.780,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
7.800,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
7.820,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
7.840,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
7.860,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
7.880,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
7.900,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
7.920,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
7.940,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
7.960,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
7.980,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
8.000,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
8.020,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
8.040,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
8.060,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
8.080,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
8.100,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
8.120,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
8.140,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
8.160,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
8.180,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
8.200,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
8.220,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
8.240,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
8.260,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
8.280,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
8.300,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
8.320,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
8.340,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
8.360,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
8.380,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
8.400,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
8.420,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
8.440,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
8.460,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
8.480,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
8.500,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
8.520,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
8.540,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
8.560,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
8.580,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
8.600,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
8.620,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
8.640,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
8.660,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
8.680,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
8.700,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
8.720,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
8.740,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
8.760,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
8.780,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
8.800,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
8.820,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
8.840,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
8.860,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
8.880,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
8.900,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
8.920,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
8.940,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
8.960,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
8.980,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
9.000,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
9.020,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
9.040,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
9.060,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
9.080,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
9.100,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
9.120,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
9.140,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
9.160,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
9.180,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
9.200,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
9.220,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
9.240,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
9.260,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
9.280,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
9.300,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
9.320,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
9.340,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
9.360,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
9.380,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
9.400,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
9.420,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
9.440,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
9.460,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
9.480,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
9.500,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
9.520,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
9.540,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
9.560,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
9.580,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
9.600,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
9.620,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
9.640,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
9.660,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
9.680,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
9.700,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
9.720,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
9.740,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
9.760,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
9.780,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
9.800,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
9.820,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
9.840,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
9.860,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
9.880,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
9.900,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
9.920,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
9.940,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
9.960,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
9.980,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
10.000,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
10.020,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
10.040,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
10.060,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
10.080,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
10.100,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
10.120,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
10.140,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
10.160,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
10.180,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
10.200,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
10.220,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
10.240,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
10.260,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
10.280,0,0,0,0,OFF,OFF,0,0,72.00,72.00,0.00,MANUAL,MANUAL_DRIVE
